F956D7356559565595655956 0101101110 000101 1000000000000000 0000000000 0000000000 0000000000 0000000000
FB0AC010AC290AC2B0AC2B0A 1100010100 000101 1000000000000000 1000000000 0000000000 0000000000 0000000000
F85697256159561585615856 0001101110 000101 1000000000000000 0100000000 0000000000 0000000000 0000000000
FA02820028090280A0280A02 1000000100 000101 1000000000000000 1100000000 0000000000 0000000000 0000000000
F9DEF53DE7795E779DE779DE 0111111110 000101 1000000000000000 0010000000 0000000000 0000000000 0000000000
FB80A2980E0100E0380E0380 1110000001 000101 1000000000000000 1010000000 0000000000 0000000000 0000000000
F8DEB52DE3795E378DE378DE 0011111110 000101 1000000000000000 0110000000 0000000000 0000000000 0000000000
FA8AA008AA290AA2A8AA2A8A 1010010100 000101 1000000000000000 1110000000 0000000000 0000000000 0000000000
F91687316459564591645916 0100101111 000101 1000000000000000 0001000000 0000000000 0000000000 0000000000
FB5216152D4912D4B52D4B52 1101100111 000101 1000000000000000 1001000000 0000000000 0000000000 0000000000
F816C7216059560581605816 0000101111 000101 1000000000000000 0101000000 0000000000 0000000000 0000000000
FA52560529491294A5294A52 1001100111 000101 1000000000000000 1101000000 0000000000 0000000000 0000000000
F99EA539E6795E6799E6799E 0110111111 000101 1000000000000000 0011000000 0000000000 0000000000 0000000000
FBDA341DAF691AF6BDAF6BDA 1111110111 000101 1000000000000000 1011000000 0000000000 0000000000 0000000000
F89EE529E2795E2789E2789E 0010111111 000101 1000000000000000 0111000000 0000000000 0000000000 0000000000
FADA740DAB691AB6ADAB6ADA 1011110111 000101 1000000000000000 1111000000 0000000000 0000000000 0000000000
F94453B44511545114451144 0101001000 000101 1000000000000000 0000100000 0000000000 0000000000 0000000000
FB18C4918C6108C6318C6318 1100110000 000101 1000000000000000 1000100000 0000000000 0000000000 0000000000
F84413A44111541104411044 0001001000 000101 1000000000000000 0100100000 0000000000 0000000000 0000000000
FA1086810841008421084210 1000100000 000101 1000000000000000 1100100000 0000000000 0000000000 0000000000
F9CC71BCC7315C731CC731CC 0111011000 000101 1000000000000000 0010100000 0000000000 0000000000 0000000000
F892A629224A022489224892 0010100110 000101 1000000000000000 1010100000 0000000000 0000000000 0000000000
F8CC31ACC3315C330CC330CC 0011011000 000101 1000000000000000 0110100000 0000000000 0000000000 0000000000
FA98A4898A6108A6298A6298 1010110000 000101 1000000000000000 1110100000 0000000000 0000000000 0000000000
F90403B04411544110441104 0100001001 000101 1000000000000000 0001100000 0000000000 0000000000 0000000000
FB4092940D0110D0340D0340 1101000001 000101 1000000000000000 1001100000 0000000000 0000000000 0000000000
F80443A04011540100401004 0000001001 000101 1000000000000000 0101100000 0000000000 0000000000 0000000000
FA40D2840901109024090240 1001000001 000101 1000000000000000 1101100000 0000000000 0000000000 0000000000
F98C21B8C6315C6318C6318C 0110011001 000101 1000000000000000 0011100000 0000000000 0000000000 0000000000
FBC8B09C8F2118F23C8F23C8 1111010001 000101 1000000000000000 1011100000 0000000000 0000000000 0000000000
F88C61A8C2315C2308C2308C 0010011001 000101 1000000000000000 0111100000 0000000000 0000000000 0000000000
FAC8F08C8B2118B22C8B22C8 1011010001 000101 1000000000000000 1111100000 0000000000 0000000000 0000000000
F95E9535E579565795E5795E 0101111111 000101 1000000000000000 0000010000 0000000000 0000000000 0000000000
FB02C2102C090AC0B02C0B02 1100000100 000101 1000000000000000 1000010000 0000000000 0000000000 0000000000
F85ED525E179561785E1785E 0001111111 000101 1000000000000000 0100010000 0000000000 0000000000 0000000000
FA0A8000A8290282A0A82A0A 1000010100 000101 1000000000000000 1100010000 0000000000 0000000000 0000000000
F9D076BD074158741D0741D0 0111100000 000101 1000000000000000 0010010000 0000000000 0000000000 0000000000
FB8CA198CE3104E338CE338C 1110011001 000101 1000000000000000 1010010000 0000000000 0000000000 0000000000
F8D036AD034158340D0340D0 0011100000 000101 1000000000000000 0110010000 0000000000 0000000000 0000000000
FA86A3086A190EA1A86A1A86 1010001100 000101 1000000000000000 1110010000 0000000000 0000000000 0000000000
FA1E0501E87A5687A1E87A1E 1000111110 000101 1000000000000000 0001010000 0000000000 0000000000 0000000000
F85A9425A16A121685A1685A 0001110110 000101 1000000000000000 1001010000 0000000000 0000000000 0000000000
FB1E4511EC7A56C7B1EC7B1E 1100111110 000101 1000000000000000 0101010000 0000000000 0000000000 0000000000
F95AD435A56A125695A5695A 0101110110 000101 1000000000000000 1101010000 0000000000 0000000000 0000000000
FA9226092A4A5AA4A92A4A92 1010100110 000101 1000000000000000 0011010000 0000000000 0000000000 0000000000
F8D477AD43521C350D4350D4 0011101001 000101 1000000000000000 1011010000 0000000000 0000000000 0000000000
FB9266192E4A5AE4B92E4B92 1110100110 000101 1000000000000000 0111010000 0000000000 0000000000 0000000000
F9D437BD47521C751D4751D4 0111101001 000101 1000000000000000 1111010000 0000000000 0000000000 0000000000
F94C51B4C531545314C5314C 0101011000 000101 1000000000000000 0000110000 0000000000 0000000000 0000000000
FB10C6910C4108C4310C4310 1100100000 000101 1000000000000000 1000110000 0000000000 0000000000 0000000000
F84C11A4C131541304C1304C 0001011000 000101 1000000000000000 0100110000 0000000000 0000000000 0000000000
FA1884818861008621886218 1000110000 000101 1000000000000000 1100110000 0000000000 0000000000 0000000000
F9C2723C27095A709C2709C2 0111000100 000101 1000000000000000 0010110000 0000000000 0000000000 0000000000
FB9E2519EE7906E7B9EE7B9E 1110111111 000101 1000000000000000 1010110000 0000000000 0000000000 0000000000
F8C2322C23095A308C2308C2 0011000100 000101 1000000000000000 0110110000 0000000000 0000000000 0000000000
FA94A7894A510CA5294A5294 1010101000 000101 1000000000000000 1110110000 0000000000 0000000000 0000000000
F90C01B0C431544310C4310C 0100011001 000101 1000000000000000 0001110000 0000000000 0000000000 0000000000
FB4890948D2110D2348D2348 1101010001 000101 1000000000000000 1001110000 0000000000 0000000000 0000000000
F80C41A0C031540300C0300C 0000011001 000101 1000000000000000 0101110000 0000000000 0000000000 0000000000
FA48D0848921109224892248 1001010001 000101 1000000000000000 1101110000 0000000000 0000000000 0000000000
F98022B80601586018060180 0110000001 000101 1000000000000000 0011110000 0000000000 0000000000 0000000000
FBC6B31C6F191EF1BC6F1BC6 1111001101 000101 1000000000000000 1011110000 0000000000 0000000000 0000000000
F88062A80201582008020080 0010000001 000101 1000000000000000 0111110000 0000000000 0000000000 0000000000
FAC6F30C6B191EB1AC6B1AC6 1011001101 000101 1000000000000000 1111110000 0000000000 0000000000 0000000000
F95296352549565495254952 0101100111 000101 1000000000000000 0000001000 0000000000 0000000000 0000000000
FB0E8110EC390AC3B0EC3B0E 1100011101 000101 1000000000000000 1000001000 0000000000 0000000000 0000000000
F852D6252149561485214852 0001100111 000101 1000000000000000 0100001000 0000000000 0000000000 0000000000
FA06C30068190281A0681A06 1000001101 000101 1000000000000000 1100001000 0000000000 0000000000 0000000000
F9DAB43DA7695E769DA769DA 0111110111 000101 1000000000000000 0010001000 0000000000 0000000000 0000000000
FB84E3984E1100E1384E1384 1110001000 000101 1000000000000000 1010001000 0000000000 0000000000 0000000000
F8DAF42DA3695E368DA368DA 0011110111 000101 1000000000000000 0110001000 0000000000 0000000000 0000000000
FA8EE108EA390AA3A8EA3A8E 1010011101 000101 1000000000000000 1110001000 0000000000 0000000000 0000000000
F912C6312449564491244912 0100100110 000101 1000000000000000 0001001000 0000000000 0000000000 0000000000
FB5657156D5912D5B56D5B56 1101101110 000101 1000000000000000 1001001000 0000000000 0000000000 0000000000
F81286212049560481204812 0000100110 000101 1000000000000000 0101001000 0000000000 0000000000 0000000000
